registrar_id,course_code,pre_req,anti_req,co_req,level,school,description,department,title,credits,term
8478,MAE 468,MAE 300 Fluid Mechanics I (5926) (D and above) AND MAE 301 Engineering Thermodynamics (5927) (D and above),,,UG,SEDS,"The course aims to introduce students to the fundamentals of optimization theory. Specifically, the course aims to introduce students to the dynamic field of finding the local and/or global extrema of functions. The students will be able to learn concepts such as unconstrained and constrained optimization, convex and nonconvex optimization, gradient-based, stochastic, and mixed optimization, single shooting, multiple shooting, collocation, differential inclusion methods, homotopy optimization, direct and indirect methods, dynamic programming, linear and quadratic programming problems, etc.  ",Mechanical and Aerospace Engineering,Introduction to Aerospace Propulsion.,6,Fall 2025
1628,BIOL 340,(BIOL 120 Modern Biology II (1195) (C and above) OR (BIOL 120 Modern Biology II (1195) (C and above) AND BIOL 120L Modern Biology II Laboratory (5443) (C and above))) AND MATH 310 Applied Statistical Methods (82) (C and above),,,UG,SSH,"Introduces students to concepts of organizing data, extracting, utilizing and manipulating information related to DNA, RNA, proteins and other biological macromolecules to build knowledge and generate new insights on molecular and/or cellular levels in terms of depths and scale.",Biological Science,Introduction to Applied Bioinformatics,8,Fall 2025
3938,NUR 304,,,,UG,SoM,The course assists students to develop an understanding and mastery of the concepts and principles of descriptive and inferential statistics.,Nursing,Introduction to Basic Statistics for Evidence Based Practice,6,Fall 2025
7541,NUSM 401,NUSM 310 Capstone Project (7138) (C and above),,,UG,SoM,"The purpose of this course is to introduce incoming students to what it means to be a physician, with an emphasis on the patient’s experience with chronic disease and the health care system.  ",Medical Sciences,Introduction to Being a Physician,4,Fall 2025
161,ANT 160,,"ANT 361 Human Evolution: Bones, Stones and Genomes (160) (C- and above)",,UG,SSH,n/a,Sociology and Anthropology,Introduction to Biological Anthropology,6,Fall 2025
1904,CHEM 432,CHEM 341 Biochemistry I (1058) (C- and above) AND (CSCI 111 Web Programming and Problem Solving (110) (C- and above) OR CSCI 150 Fundamentals of Programming (1501) (C- and above) OR CSCI 151 Programming for Scientists and Engineers (192) (C- and above)),,,UG,SSH,This course aims to teach the use of computational techniques for data storage and analysis. Methods for processing and extracting useful information from multivariate data sets for both exploratory analysis and supervised learning will be introduced. ,Chemistry,Introduction to Cheminformatics and Computer aided drug design,6,Fall 2025
4032,PHIL 131,,,,UG,SSH,"This course introduces students to the main ideas, problems, and positions in contemporary political philosophy.  Positions to be considered include utilitarianism, liberalism, libertarianism, Marxism, communitarianism, and Feminism. We will focus on how each position understands fundamental notions in political philosophy, like justice, rights, and freedom, to address specific moral dilemmas that arise within the context of socially coordinated action and social cooperation.

","History, Philosophy and Religious Studies",Introduction to Contemporary Political Philosophy,6,Fall 2025
2979,ECON 503,,,,GrM,SSH,"In this course we're going to take a look at the theory of
incentives. This is the core of modern micro and game theory. We're going to cover basic
principal-agents models and take a look at such basic applications of mechanism design
as auction theory. Some formal instruments will be introduces: how to work with uncertainty, reminder of nash equilibrium in static simultaneous games. 
",Economics,Introduction to Contract Theory and Auctions,8,Fall 2025
2971,ECON 403,ECON 201 Intermediate Microeconomics (133) (C- and above) AND ECON 301 Econometrics I (664) (C- and above),,,UG,SSH,"In this course we are going to take a first look at the theory of incentives, which is the core of modern microeconomics, game theory, and mechanism design. We are going to cover principal-agent models and take a look at such applications of mechanism design as auction theory. Some formal instruments will be introduced including how to work with uncertainty and reminder of Nash equilibrium in static simultaneous games. 
",Economics,Introduction to Contract Theory and Auctions,6,Fall 2025
484,MATH 274,MATH 162 Calculus II (170) (C and above),,,UG,SSH,n/a,Mathematics,Introduction to Differential Equations,6,Fall 2025
6402,EDUC 606,,,,GrM,GSE,"This required core course introduces students to the nature and purposes of education research, and to key approaches to conducting education research.",MSc Educational Leadership HE,Introduction to Education Research,4,Fall 2025
4991,ELCE 200,MATH 162 Calculus II (170) (C- and above) AND PHYS 162 Physics II for Scientists and Engineers with Laboratory (173) (C- and above),,,UG,SEDS,"This is the first course on electrical circuit theme and covers three distinct circuit aspects. The first part of the course deals with the circuit analysis techniques, circuit theorems, various combination on RLC circuits and their responses, and phase relationship for R, L, and C, Impedance and Admittance. The second part of the course deals with Semiconductor diode, Zener diode, Rectifier Circuits, Clipper and Clamper Circuits, and other wave shaping circuits. The third and final component of this course covers Magnetic circuits, mutually coupled circuits, Transformers, and equivalent circuits and their performance.",Electrical and Computer Engineering,Introduction to Electrical Circuits,6,Fall 2025
4518,ENG 100,,,,UG,SEDS,"This course introduces students to the foundation and fundamental principles required to become analytical, detail-oriented, and productive engineers. The students will also gain an overview of what engineers do and of the various areas of specialization. Important topics for the engineering profession such as research in engineering, communications, and safety are also introduced. Additionally, students will work together in interdisciplinary groups to research, design, fabricate, test, and deploy a complete engineering project.",Mechanical and Aerospace Engineering,Introduction to Engineering,6,Fall 2025
